,date,author,post_name,post_tag,post_id,link,Посетители,Читатели,Уникальные пользователи,% недочитываемости,Глубина просмотра,Ср. время на сайте (сек)
111,2024-06-04 09:49:00,Валентина Буйлова,Объем заказов из других стран может сократиться на 10% год к году,Тенденции,323086,https://adindex.ru/news/tendencies/2024/06/4/323086.phtml,12.0,85.0,12.0,0.0,5.5,248.66666666499998
112,2024-06-04 08:38:00,Валентина Буйлова,Starbucks подала заявки в Роспатент на несколько товарных знаков,Право,323087,https://adindex.ru/news/right/2024/06/4/323087.phtml,85.0,287.0,79.0,18.0,2.0,118.3125
113,2024-06-04 08:02:00,Валентина Буйлова,«Выходите за рамки привычного»: hh.ru снял ролик в стиле Уэса Андерсона,Креатив,323084,https://adindex.ru/news/creative/2024/06/4/323084.phtml,39.0,234.0,37.0,3.5714285725,2.0714285725,57.0
114,2024-06-04 07:36:00,Валентина Буйлова,Майнинг может стать видом экономической деятельности в стране,Право,323083,https://adindex.ru/news/right/2024/06/4/323083.phtml,28.0,134.0,27.0,0.0,6.0274725275000005,322.5576923075
115,2024-06-04 07:23:00,Валентина Буйлова,Выручка кинотеатров в мае может сократиться на 25% год к году,Тенденции,323082,https://adindex.ru/news/tendencies/2024/06/4/323082.phtml,34.0,157.0,33.0,0.0,3.045454545,113.0
116,2024-06-03 18:58:00,Валентина Буйлова,Фантастика и фэнтези стали самыми ожидаемыми категориями книг лета,Тенденции,323081,https://adindex.ru/news/tendencies/2024/06/3/323081.phtml,24.0,104.0,24.0,0.0,3.0,137.0
117,2024-06-03 18:00:00,Валентина Буйлова,Российские производители укрепили позиции на рынке косметики,Тенденции,323080,https://adindex.ru/news/tendencies/2024/06/3/323080.phtml,34.0,142.0,32.0,0.0,3.6875,199.0
118,2024-06-03 17:16:00,Не указан,Digital Budget запустил систему мониторинга Banner Stat,Пресс-релизы,323074,https://adindex.ru/news/releases/2024/06/3/323074.phtml?erid=2Vtzqw8EXdQ,41.0,313.0,39.0,0.0,3.415,505.76190476
119,2024-06-03 17:08:00,Не указан,"Брендлокатор. Подрядчиков ищут: «ВКонтакте», «М.Видео-Эльдорадо», Mixit, Ozon",Эккаунты,323077,https://adindex.ru/news/ek/2024/06/3/323077.phtml,62.0,385.0,60.0,0.0,2.285,152.215
120,2024-06-03 16:22:00,Валентина Буйлова,МТС показал племянника Дмитрия Нагиева в новой рекламной кампании,Креатив,323075,https://adindex.ru/news/creative/2024/06/3/323075.phtml,1450.0,2024.0,1387.0,19.399375,1.165,59.165
121,2024-06-03 11:14:00,Елизавета Ронжина,Рынок Smart TV восстановился после ухода иностранных брендов,Тенденции,323066,https://adindex.ru/news/tendencies/2024/06/3/323066.phtml,86.0,517.0,69.0,7.145,1.7301515150000002,92.16
122,2024-06-03 09:59:00,Елизавета Ронжина,«Додо Пицца» подала в суд на «Телеграм»,Право,323061,https://adindex.ru/news/right/2024/06/3/323061.phtml,102.0,609.0,98.0,0.0,1.692857145,26.683333335
123,2024-06-03 08:42:00,Елизавета Ронжина,РПЦ и Роспатент хотят запретить регистрировать товарные знаки с религиозной символикой,Право,323060,https://adindex.ru/news/right/2024/06/3/323060.phtml,43.0,397.0,40.0,0.0,2.625,104.333333335
124,2024-06-03 08:02:00,Не указан,«Билайн» рассказал о качестве связи в оживленных местах,Креатив,323059,https://adindex.ru/news/creative/2024/06/3/323059.phtml,57.0,272.0,52.0,0.0,2.0,151.75
125,2024-06-03 07:48:00,Елизавета Ронжина,Nestle сделала фокус на питании для пожилых на фоне снижения рождаемости,Маркетинг,323058,https://adindex.ru/news/marketing/2024/06/3/323058.phtml,66.0,453.0,60.0,0.0,2.6666666675,118.6666666675
126,2024-06-03 07:32:00,Елизавета Ронжина,"Продажи холодного кофе в российских сетях выросли более чем в 2,5 раза",Тенденции,323057,https://adindex.ru/news/tendencies/2024/06/3/323057.phtml,64.0,210.0,47.0,12.0,1.794117645,40.088235295000004
127,2024-06-03 07:07:00,Елизавета Ронжина,Производитель бытовой техники Hansa отдал бизнес в РФ дистрибьютору,Тенденции,323056,https://adindex.ru/news/tendencies/2024/06/3/323056.phtml,76.0,273.0,72.0,0.0,2.0,139.0
128,2024-06-03 06:53:00,Елизавета Ронжина,«Яндекс» начал работать над единой нейросетью для речи и текста,Digital,323055,https://adindex.ru/news/digital/2024/06/3/323055.phtml,56.0,313.0,52.0,0.0,3.125,149.0
