,date,Автор,Название,post_tag,post_id,Ссылка,Посетители,Читатели,Уникальные пользователи,% недочитываемости,Глубина просмотра,Ср. время на сайте (сек),0
0,2024-05-28 16:25:00,Андреева Анастасия Андреевна,Число самозанятых на маркетплейсах сократилось на 10%,Тенденции,322905,https://adindex.ru/news/tendencies/2024/05/28/322905.phtml,4.0,37.0,4.0,0.0,4.0,186.0,
1,2024-05-28 16:06:00,Жукова Ирина Ильинична,«МегаФон» рассказал в рекламном ролике о бесплатной МегаСиле «Связь при нуле»,Пресс-релизы,322869,https://adindex.ru/news/releases/2024/05/27/322869.phtml?erid=2VtzqxB458H,6.0,32.0,6.0,0.0,5.5,203.66666667,
2,2024-05-28 15:30:00,Данилова Светлана Викторовна,«Яндекс» сменил коммерческого директора,Кадры,322903,https://adindex.ru/news/hr/2024/05/28/322903.phtml,50.0,145.0,50.0,3.57,1.9223809524999997,111.2,
3,2024-05-28 14:42:00,Петрова Мария Сергеевна,Влад А4 представил «топовое» возвращение «Скрепышей»,Креатив,322899,https://adindex.ru/news/creative/2024/05/28/322899.phtml,29.0,100.0,29.0,25.0,2.75,245.4,
4,2024-05-28 13:59:00,Иванов Иван Иванович,Школьники выбрали профессии будущего в центре профтестирования,Пресс-релизы,322895,https://adindex.ru/news/releases/2024/05/28/322895.phtml?erid=2VtzqwFfqiM,2.0,18.0,2.0,0.0,9.0,689.5,
5,2024-05-28 13:07:00,Иванов Иван Иванович,Бренд «Банки.ру» перешел на кириллицу в логотипе,Маркетинг,322897,https://adindex.ru/news/marketing/2024/05/28/322897.phtml,39.0,140.0,37.0,7.142857145,2.39849624,353.736842105,
6,2024-05-28 12:00:00,Григорьева Людмила Григорьевна,Конференция «Запуск и продажи новых продуктов в B2B & ENTERPRISE» пройдет 5 июня,Пресс-релизы,322900,https://adindex.ru/news/releases/2024/05/28/322900.phtml,2.0,3.0,2.0,0.0,1.5,37.5,
7,2024-05-28 12:00:00,Данилова Светлана Викторовна,«Яндекс» представил нейросеть YandexGPT Lite третьего поколения,Digital,322893,https://adindex.ru/news/digital/2024/05/28/322893.phtml,18.0,103.0,18.0,0.0,5.0,122.77777778,
8,2024-05-28 10:52:00,Григорьева Людмила Григорьевна,Короткие ролики стали самым быстрорастущим трендом во «ВКонтакте»,Исследования,322890,https://adindex.ru/news/researches/2024/05/28/322890.phtml,23.0,98.0,23.0,0.0,2.5,144.225,
9,2024-05-28 10:00:00,Сидоров Антон Владимирович,Команда КВН «Русская дорога» создала одноименное шоу для СТС,Медиа,322879,https://adindex.ru/news/media/2024/05/27/322879.phtml,39.0,87.0,39.0,6.25,1.3333333349999998,56.25,
10,2024-05-28 09:40:00,Жукова Ирина Ильинична,«Газпром-Медиа» представил первый мульткаст с использованием ИИ,Digital,322888,https://adindex.ru/news/digital/2024/05/28/322888.phtml,17.0,95.0,17.0,0.0,3.75,272.46428571499996,
11,2024-05-28 09:28:00,Данилова Светлана Викторовна,В Госдуму внесен законопроект об уголовной ответственности за дипфейки,Право,322885,https://adindex.ru/news/right/2024/05/28/322885.phtml,18.0,86.0,17.0,0.0,4.083333335,440.5,
12,2024-05-28 08:39:00,Петрова Мария Сергеевна,«Балтика» выбыла из топ-10 самых популярных напитков,Тенденции,322886,https://adindex.ru/news/tendencies/2024/05/28/322886.phtml,100.0,163.0,100.0,26.666666665,1.180365295,25.3652968,
13,2024-05-28 08:01:00,Борисова Ольга Борисовна,Онлайн-кинотеатр Wink начнет работать в странах СНГ,Digital,322883,https://adindex.ru/news/digital/2024/05/28/322883.phtml,8.0,25.0,8.0,62.5,2.1666666675,67.16666666750001,
14,2024-05-28 07:43:00,Данилова Светлана Викторовна,«Вкусно — и точка» откроет 50 новых заведений в этом году,Маркетинг,322881,https://adindex.ru/news/marketing/2024/05/28/322881.phtml,13.0,39.0,13.0,0.0,3.0,75.5,
15,2024-05-28 07:31:00,Жукова Ирина Ильинична,Театры получили рекордную выручку от зарубежных гастролей,Тенденции,322880,https://adindex.ru/news/tendencies/2024/05/28/322880.phtml,6.0,10.0,6.0,0.0,1.0,16.0,
16,2024-05-27 19:11:00,Егорова Надежда Андреевна,Сабо Crocs оказались в мире Бикини Боттом,Креатив,322877,https://adindex.ru/news/creative/2024/05/27/322877.phtml,19.0,127.0,19.0,25.0,2.0,55.0,
17,2024-05-27 19:07:00,Жукова Ирина Ильинична,Первый пациент Neuralink рассказал про жизнь с чипом в мозге,Digital,322876,https://adindex.ru/news/digital/2024/05/27/322876.phtml,223.0,281.0,217.0,0.0,1.2,42.91262136,
18,2024-05-27 18:33:00,Григорьева Людмила Григорьевна,"Брендлокатор. Подрядчиков ищут: «ВКонтакте», Тele2, Газпромбанк",Эккаунты,322874,https://adindex.ru/news/ek/2024/05/27/322874.phtml,20.0,85.0,20.0,0.0,2.6785714275,84.64285714249999,
19,2024-05-27 17:54:00,Васильева Екатерина Васильевна,Дэвид Бекхэм стал лицом AliExpress,Маркетинг,322872,https://adindex.ru/news/marketing/2024/05/27/322872.phtml,43.0,138.0,42.0,0.0,2.11111111,110.444444445,
20,2024-05-27 17:41:00,Григорьева Людмила Григорьевна,TJ Collection выпустил ИИ-стилиста,Digital,322871,https://adindex.ru/news/digital/2024/05/27/322871.phtml,10.0,62.0,10.0,0.0,2.8,386.125,
21,2024-05-27 16:04:00,Васильева Екатерина Васильевна,Сфера маркетинга и рекламы показала самую высокую конкуренцию среди кандидатов,Исследования,322868,https://adindex.ru/news/researches/2024/05/27/322868.phtml,31.0,190.0,31.0,0.0,3.75,60.125,
22,2024-05-27 14:39:00,Иванов Иван Иванович,Бизнесмен Александр Соколовский снялся в мюзикле для банка «Точка»,Креатив,322864,https://adindex.ru/news/creative/2024/05/27/322864.phtml,55.0,182.0,53.0,0.0,2.165,89.5,
23,2024-05-27 12:50:00,Григорьева Людмила Григорьевна,Функция проверки фактов может появиться в «Телеграме»,Digital,322861,https://adindex.ru/news/digital/2024/05/27/322861.phtml,62.0,190.0,54.0,0.0,2.25,110.66666667,
24,2024-05-27 11:54:00,Жукова Ирина Ильинична,РАЭК посчитала рынок продвижения на маркетплейсах,Тенденции,322859,https://adindex.ru/news/tendencies/2024/05/27/322859.phtml,65.0,275.0,60.0,0.0,2.5625,149.6058333325,
25,2024-05-27 10:06:00,Жукова Ирина Ильинична,YouTube Music добавил функцию поиска песни по напеву,Digital,322857,https://adindex.ru/news/digital/2024/05/27/322857.phtml,44.0,152.0,43.0,33.33333333,1.33333333,166.0,
26,2024-05-27 09:02:00,Васильева Екатерина Васильевна,Продажи театральных билетов в стране сократились на 9–25%,Тенденции,322858,https://adindex.ru/news/tendencies/2024/05/27/322858.phtml,10.0,49.0,10.0,0.0,3.0,243.0,
27,2024-05-27 07:56:00,Андреева Анастасия Андреевна,Продажи игровых приставок выросли на 70% в первом квартале,Тенденции,322855,https://adindex.ru/news/tendencies/2024/05/27/322855.phtml,12.0,33.0,12.0,0.0,2.5,39.166666665,
28,2024-05-27 07:48:00,Иванов Иван Иванович,Россияне могли вложить в криптовалюту до $100 млрд,Тенденции,322856,https://adindex.ru/news/tendencies/2024/05/27/322856.phtml,24.0,40.0,23.0,0.0,2.5,361.5,
29,2024-05-27 07:15:00,Петрова Мария Сергеевна,Рынок доставки продуктов и товаров вырос на 55% год к году,Тенденции,322854,https://adindex.ru/news/tendencies/2024/05/27/322854.phtml,15.0,79.0,14.0,0.0,3.833333335,466.416666665,
30,2024-05-27 07:08:00,Андреева Анастасия Андреевна,Более 50% опрошенных россиян сталкивались с возвратом товаров,Тенденции,322853,https://adindex.ru/news/tendencies/2024/05/27/322853.phtml,23.0,44.0,22.0,0.0,2.66666667,93.5,
31,2024-05-24 15:48:00,Андреева Анастасия Андреевна,Google выиграл первое дело против российских рекламных агентств,Право,322843,https://adindex.ru/news/right/2024/05/24/322843.phtml,113.0,427.0,109.0,2.94,1.8047368425,78.83,
32,2024-05-24 14:58:00,Петрова Мария Сергеевна,Рынок стройматериалов сократился на 10% в 2023 году,Тенденции,322842,https://adindex.ru/news/tendencies/2024/05/24/322842.phtml,35.0,112.0,30.0,0.0,1.4166666650000002,40.333333335,
33,2024-05-24 13:10:00,Андреева Анастасия Андреевна,Студия Лебедева сделала дизайн зоны кафе для «Пятерочки»,Дизайн,322839,https://adindex.ru/news/design/2024/05/24/322839.phtml,766.0,1563.0,749.0,7.77777778,2.6888888900000003,196.16500000000002,
34,2024-05-24 11:49:00,Петрова Мария Сергеевна,«Ситилинк» избавился от подзаголовка в логотипе,Маркетинг,322837,https://adindex.ru/news/marketing/2024/05/24/322837.phtml,63.0,214.0,62.0,50.0,1.2916666675,54.7916666675,
35,2024-05-24 10:10:00,Петрова Мария Сергеевна,Юрий Стоянов ответил поклонникам на письма в рамках промо своего сериала,Маркетинг,322834,https://adindex.ru/news/marketing/2024/05/24/322834.phtml,52.0,165.0,52.0,4.166666665,1.5416666650000002,105.333333335,
36,2024-05-24 10:00:00,Егорова Надежда Андреевна,Александра Иванченко возглавила новую дирекцию в «М.Видео-Эльдорадо»,Кадры,322835,https://adindex.ru/news/hr/2024/05/24/322835.phtml,101.0,366.0,97.0,5.555555555,3.335,232.085,
37,2024-05-24 09:30:00,Жукова Ирина Ильинична,«Телеграм» стал самым популярным приложением согласно big data Yota,Тенденции,322828,https://adindex.ru/news/tendencies/2024/05/24/322828.phtml,72.0,305.0,71.0,6.81818182,3.5,565.0,
38,2024-05-24 08:39:00,Егорова Надежда Андреевна,«М.Видео-Эльдорадо» подала заявку на регистрацию бренда для системы «умный дом»,Право,322833,https://adindex.ru/news/right/2024/05/24/322833.phtml,18.0,93.0,18.0,0.0,1.66666667,61.0,
39,2024-05-24 07:51:00,Григорьева Людмила Григорьевна,Китайский аналог H&M может начать работать в стране,Маркетинг,322832,https://adindex.ru/news/marketing/2024/05/24/322832.phtml,71.0,239.0,67.0,0.0,4.5,209.31818182,
40,2024-05-24 07:39:00,Жукова Ирина Ильинична,Аудитория ряда сервисов VK сократилась в первом квартале этого года,Тенденции,322831,https://adindex.ru/news/tendencies/2024/05/24/322831.phtml,32.0,197.0,32.0,0.0,2.5,626.5,
41,2024-05-24 07:08:00,Сидоров Антон Владимирович,Экс-топ-менеджер «Магнита» войдет в состав правления Wildberries,Кадры,322830,https://adindex.ru/news/hr/2024/05/24/322830.phtml,46.0,168.0,46.0,0.0,2.165,54.415,
42,2024-05-24 07:00:00,Жукова Ирина Ильинична,«Авито» и Premier рассказали о правилах безопасности в интернете,Маркетинг,322829,https://adindex.ru/news/marketing/2024/05/24/322829.phtml,33.0,110.0,31.0,0.0,2.0,37.66666667,
43,2024-05-23 18:48:00,Жукова Ирина Ильинична,«Устали на работе? Обнимемся?»: hh.ru выступил против выгорания на работе,Креатив,322826,https://adindex.ru/news/creative/2024/05/23/322826.phtml,81.0,357.0,75.0,0.0,3.0935714275,253.9778571425,
44,2024-05-23 17:47:00,Иванов Иван Иванович,Футболист Антон Миранчук стал амбассадором магазинов «Спортмастер Pro»,Маркетинг,322825,https://adindex.ru/news/marketing/2024/05/23/322825.phtml,39.0,249.0,34.0,0.0,4.0,172.0,
45,2024-05-23 16:38:00,Данилова Светлана Викторовна,Около 8% проданных франшиз пришлось на иностранные компании в 2023 году,Тенденции,322822,https://adindex.ru/news/tendencies/2024/05/23/322822.phtml,29.0,178.0,29.0,0.0,2.3,125.625,
46,2024-05-23 12:59:00,Данилова Светлана Викторовна,S7 Airlines попыталась поймать лето,Креатив,322817,https://adindex.ru/news/creative/2024/05/23/322817.phtml,63.0,329.0,59.0,0.0,3.25,170.585,
47,2024-05-23 12:09:00,Борисова Ольга Борисовна,«Яндекс Маркет» создал свой бренд кофе,Маркетинг,322815,https://adindex.ru/news/marketing/2024/05/23/322815.phtml,89.0,514.0,82.0,0.0,8.375,563.875,
48,2024-05-23 10:40:00,Сидоров Антон Владимирович,Выручка VK от онлайн-рекламы выросла почти на четверть в первом квартале,Digital,322813,https://adindex.ru/news/digital/2024/05/23/322813.phtml,74.0,381.0,68.0,0.0,2.5,229.833333335,
49,2024-05-23 10:16:00,Андреева Анастасия Андреевна,Телеведущая Марина Кравец названа бренд-амбассадором Ozon,Маркетинг,322812,https://adindex.ru/news/marketing/2024/05/23/322812.phtml,73.0,261.0,72.0,0.0,1.0833333349999998,26.666666665,
50,2024-05-23 09:33:00,Борисова Ольга Борисовна,Траты россиян на новые автомобили сократились на 13% в апреле,Тенденции,322810,https://adindex.ru/news/tendencies/2024/05/23/322810.phtml,16.0,119.0,16.0,0.0,7.0,906.0,
51,2024-05-23 08:00:00,Васильева Екатерина Васильевна,Раньше других начинают зарабатывать представители поколения Х,Тенденции,322809,https://adindex.ru/news/tendencies/2024/05/23/322809.phtml,61.0,312.0,59.0,0.0,7.4625,392.8083333325,
52,2024-05-23 07:33:00,Иванов Иван Иванович,Российский бизнес заинтересовался Бахрейном,Тенденции,322808,https://adindex.ru/news/tendencies/2024/05/23/322808.phtml,20.0,157.0,20.0,0.0,5.4,451.0,
53,2024-05-23 07:15:00,Сидоров Антон Владимирович,Стоимость размещения рекламных постов в «Телеграме» выросла на треть,Тенденции,322807,https://adindex.ru/news/tendencies/2024/05/23/322807.phtml,54.0,272.0,52.0,0.0,2.0,271.875,
54,2024-05-22 18:41:00,Иванов Иван Иванович,Бренд «Два мяча» и «Яндекс Музей» создали вдохновленные нейросетями кеды,Креатив,322805,https://adindex.ru/news/creative/2024/05/22/322805.phtml,103.0,331.0,98.0,2.7777777775,2.0019565225,50.335,
55,2024-05-22 18:06:00,Петрова Мария Сергеевна,Google активировал искусственный интеллект для рекламодателей,Digital,322804,https://adindex.ru/news/digital/2024/05/22/322804.phtml,93.0,447.0,91.0,0.0,3.375,251.5,
56,2024-05-22 15:55:00,Сидоров Антон Владимирович,ФАС завела дело против МТС из-за роста стоимости услуг,Право,322778,https://adindex.ru/news/right/2024/05/22/322778.phtml,33.0,147.0,33.0,12.5,2.0,16.0,
57,2024-05-22 15:40:00,Петрова Мария Сергеевна,Лидеров рейтинга RQ Index среди российских банков назвали в Москве,Пресс-релизы,322731,https://adindex.ru/news/releases/2024/05/20/322731.phtml?erid=2VtzqwdbqtF,20.0,69.0,16.0,16.665,1.75,87.25,
58,2024-05-22 15:30:00,Борисова Ольга Борисовна,Quiet Media запустила первую на российском рынке CPA-платформу на базе сегментов телеком-операторов,Пресс-релизы,322553,https://adindex.ru/news/releases/2024/05/14/322553.phtml?erid=2VtzqvSBsZd,25.0,212.0,24.0,0.0,5.5,674.75,
59,2024-05-22 14:32:00,Данилова Светлана Викторовна,Дмитрий Лазарев возглавил сеть «585*Золотой»,Кадры,322768,https://adindex.ru/news/hr/2024/05/22/322768.phtml,203.0,488.0,187.0,6.25,2.0,94.579545455,
60,2024-05-22 13:31:00,Данилова Светлана Викторовна,Четверть опрошенных россиян надеются на возвращение иностранных брендов мебели,Исследования,322767,https://adindex.ru/news/researches/2024/05/22/322767.phtml,37.0,192.0,36.0,0.0,3.0416666675,727.125,
61,2024-05-22 09:57:00,Жукова Ирина Ильинична,Треть российских туристов поедут летом за границу,Тенденции,322760,https://adindex.ru/news/tendencies/2024/05/22/322760.phtml,28.0,129.0,26.0,0.0,4.75,713.6,
62,2024-05-22 09:06:00,Жукова Ирина Ильинична,Сеть магазинов Modi продана новому владельцу,Маркетинг,322759,https://adindex.ru/news/marketing/2024/05/22/322759.phtml,29.0,71.0,28.0,0.0,2.25,76.5,
63,2024-05-22 08:29:00,Жукова Ирина Ильинична,Часть зарубежных стран объединились для изучения безопасного использования ИИ,Digital,322761,https://adindex.ru/news/digital/2024/05/22/322761.phtml,40.0,216.0,39.0,0.0,3.88235294,436.5,
64,2024-05-22 08:00:00,Сидоров Антон Владимирович,Рынок подписочных сервисов может существенно замедлиться,Тенденции,322762,https://adindex.ru/news/tendencies/2024/05/22/322762.phtml,36.0,201.0,36.0,0.0,2.75,159.21153846250002,
65,2024-05-22 07:35:00,Андреева Анастасия Андреевна,"Спрос на товары из Азии вырос в 5,5 раза",Тенденции,322758,https://adindex.ru/news/tendencies/2024/05/22/322758.phtml,44.0,199.0,44.0,0.0,2.0,35.5,
66,2024-05-22 07:01:00,Андреева Анастасия Андреевна,X5 Group начала выводить из ассортимента MacCoffee в своих сетях,Тенденции,322757,https://adindex.ru/news/tendencies/2024/05/22/322757.phtml,43.0,138.0,42.0,0.0,2.076923075,37.583333335,
67,2024-05-22 06:30:00,Егорова Надежда Андреевна,Новую линейку автомобилей Volga начали выпускать на конвейере ГАЗа,Маркетинг,322756,https://adindex.ru/news/marketing/2024/05/22/322756.phtml,43.0,102.0,43.0,0.0,1.0,20.5,
68,2024-05-21 19:14:00,Егорова Надежда Андреевна,"Избавит от «вечной отчетности», но усложнит жизнь — как рекламные агентства оценивают новую инициативу РКН",Право,322754,https://adindex.ru/news/right/2024/05/21/322754.phtml,83.0,274.0,80.0,0.0,3.7247058825,714.2279411775,
69,2024-05-21 18:10:00,Жукова Ирина Ильинична,Россияне смогут взаимодействовать с МФЦ через «VK Мессенджер»,Digital,322753,https://adindex.ru/news/digital/2024/05/21/322753.phtml,44.0,187.0,40.0,0.0,5.25,419.0,
70,2024-05-21 15:32:00,Жукова Ирина Ильинична,Microsoft внедрил ИИ в компьютеры,Digital,322751,https://adindex.ru/news/digital/2024/05/21/322751.phtml,49.0,269.0,47.0,0.0,2.875,193.0,
71,2024-05-21 14:35:00,Егорова Надежда Андреевна,Маркетинговые расходы Zoom сократились почти на 20%,Маркетинг,322750,https://adindex.ru/news/marketing/2024/05/21/322750.phtml,37.0,276.0,37.0,0.0,6.40909091,284.125,
72,2024-05-21 12:40:00,Егорова Надежда Андреевна,Главная героиня «Чебурашки» снялась в мюзикл-рекламе для подписки «Газпром Бонус»,Креатив,322749,https://adindex.ru/news/creative/2024/05/21/322749.phtml,207.0,514.0,197.0,13.846153845,1.0,15.0,
73,2024-05-21 11:54:00,Сидоров Антон Владимирович,Автомобили Lada стали доступны на Wildberries,Маркетинг,322748,https://adindex.ru/news/marketing/2024/05/21/322748.phtml,208.0,540.0,196.0,0.0,4.8792134825,320.25,
74,2024-05-21 10:33:00,Андреева Анастасия Андреевна,Компания «Милфудс» открыла свою вендинговую сеть,Тенденции,322746,https://adindex.ru/news/tendencies/2024/05/21/322746.phtml,45.0,324.0,45.0,0.0,4.7884615375,127.75,
75,2024-05-21 10:19:00,Васильева Екатерина Васильевна,Продажи российских дизайнеров на вторичном рынке выросли на 17%,Тенденции,322745,https://adindex.ru/news/tendencies/2024/05/21/322745.phtml,38.0,258.0,38.0,0.0,5.055555555,99.566666665,
76,2024-05-21 07:59:00,Сидоров Антон Владимирович,Представители онлайн-торговли попросили изменить правила получения кешбэка,Право,322742,https://adindex.ru/news/right/2024/05/21/322742.phtml,31.0,140.0,31.0,0.0,3.0,216.0,
77,2024-05-21 07:50:00,Васильева Екатерина Васильевна,Китайские бренды составили почти 90% от всех купленных в стране смартфонов,Тенденции,322741,https://adindex.ru/news/tendencies/2024/05/21/322741.phtml,41.0,307.0,41.0,0.0,3.96875,231.95,
78,2024-05-21 07:44:00,Петрова Мария Сергеевна,Рынок цифровых книг достиг более 14 млрд рублей в 2023 году,Исследования,322740,https://adindex.ru/news/researches/2024/05/21/322740.phtml,70.0,275.0,67.0,0.0,2.0,61.81818182,
79,2024-05-21 07:30:00,Петрова Мария Сергеевна,Издатели планируют начать выпуск детских игрушек,Маркетинг,322739,https://adindex.ru/news/marketing/2024/05/21/322739.phtml,29.0,152.0,27.0,0.0,2.9166666675,999.5,
80,2024-05-20 18:37:00,Борисова Ольга Борисовна,«Детский мир» создал свой бренд детского питания,Маркетинг,322738,https://adindex.ru/news/marketing/2024/05/20/322738.phtml,49.0,373.0,47.0,0.0,5.16666667,469.72222222,
81,2024-05-20 18:09:00,Иванов Иван Иванович,"Брендлокатор. Подрядчиков ищут: «Лэтуаль», «билайн», «Додо Пицца», ЛСР",Эккаунты,322736,https://adindex.ru/news/ek/2024/05/20/322736.phtml,105.0,346.0,96.0,12.2231280775,2.5766666675,303.691666665,
82,2024-05-20 17:19:00,Жукова Ирина Ильинична,«Дочка» MGCom не согласилась признавать требования Google в суде,Право,322734,https://adindex.ru/news/right/2024/05/20/322734.phtml,48.0,231.0,44.0,0.0,3.123846155,241.45076923000002,
83,2024-05-20 15:36:00,Жукова Ирина Ильинична,Букмекер Pari создаст свой благотворительный фонд «Пари и Побеждай»,Социальные проекты,322730,https://adindex.ru/news/social_advertising/2024/05/20/322730.phtml,53.0,318.0,50.0,0.0,3.5208333325,192.75595238,
84,2024-05-20 14:40:00,Сидоров Антон Владимирович,ФЕДЕРАЛЬНЫЙ РЕЙТИНГ ОРГАНИЗАТОРОВ МЕРОПРИЯТИЙ 2024. СТАРТ ПРИЕМА ЗАЯВОК,Non-ATL,322707,https://adindex.ru/news/non_atl/2024/05/20/322707.phtml,31.0,150.0,29.0,16.665,1.5,42.9375,
85,2024-05-20 14:16:00,Егорова Надежда Андреевна,Новым главой маркетинга «Валента Фарм» стал Михаил Глухов,Кадры,322705,https://adindex.ru/news/hr/2024/05/20/322705.phtml,221.0,608.0,184.0,0.0,2.035,154.90944444500002,
86,2024-05-20 13:07:00,Егорова Надежда Андреевна,"Концерты, стендап и театр стали главными словами лета по версии Никиты Ефремова",Креатив,322704,https://adindex.ru/news/creative/2024/05/20/322704.phtml,40.0,259.0,38.0,0.0,1.375,37.09375,
87,2024-05-20 12:42:00,Иванов Иван Иванович,Kion впервые снял реалити по сериалу,Медиа,322701,https://adindex.ru/news/media/2024/05/20/322701.phtml,48.0,171.0,45.0,0.0,2.0,227.0,
88,2024-05-20 12:38:00,Борисова Ольга Борисовна,Банк «НОВИКОМ» представил обновленный бренд,Пресс-релизы,322651,https://adindex.ru/news/releases/2024/05/17/322651.phtml?erid=2VtzqvVF1op,28.0,188.0,27.0,0.0,5.0,219.0,
89,2024-05-20 11:07:00,Жукова Ирина Ильинична,"«Сбер» открыл выставку картин, созданных нейросетью Kandinsky",Пресс-релизы,322654,https://adindex.ru/news/releases/2024/05/17/322654.phtml?erid=2VtzqwTG4xJ,45.0,277.0,39.0,0.0,5.642857145,667.245535715,
90,2024-05-20 10:58:00,Жукова Ирина Ильинична,Zolla повторила TikTok-тренд для промо новой коллекции,Креатив,322698,https://adindex.ru/news/creative/2024/05/20/322698.phtml,105.0,405.0,98.0,8.1168831175,1.375,50.375,
91,2024-05-20 07:54:00,Григорьева Людмила Григорьевна,Большинство российских геймеров скачивают видеоигры в обход оплаты,Тенденции,322694,https://adindex.ru/news/tendencies/2024/05/20/322694.phtml,69.0,173.0,66.0,0.0,1.282258065,51.4,
92,2024-05-20 07:43:00,Иванов Иван Иванович,«Яндекс» допустил увеличение роботов-курьеров в два раза,Тенденции,322693,https://adindex.ru/news/tendencies/2024/05/20/322693.phtml,39.0,281.0,39.0,0.0,4.75,239.0,
93,2024-05-20 07:33:00,Жукова Ирина Ильинична,Ввоз в страну импортной воды почти восстановился за два года,Тенденции,322692,https://adindex.ru/news/tendencies/2024/05/20/322692.phtml,29.0,201.0,29.0,0.0,6.5,379.0,
94,2024-05-20 06:58:00,Данилова Светлана Викторовна,Посещаемость торгцентров сократилась на 2–3% в мае год к году,Тенденции,322691,https://adindex.ru/news/tendencies/2024/05/20/322691.phtml,41.0,196.0,36.0,5.555555555,2.4444444450000002,28.1,
95,2024-05-17 18:40:00,Данилова Светлана Викторовна,"Экс-участница Serebro призвала носить украшения Unode50 «не в свет, а когда тебе этого хочется»",Креатив,322685,https://adindex.ru/news/creative/2024/05/17/322685.phtml,99.0,259.0,98.0,5.6623931625,6.21875,2897.0,
96,2024-05-17 17:11:00,Иванов Иван Иванович,Тимоти Шаламе показал свою «многогранность» для Chanel,Креатив,322657,https://adindex.ru/news/creative/2024/05/17/322657.phtml,629.0,882.0,606.0,0.0,1.25,146.7,
97,2024-05-17 16:37:00,Петрова Мария Сергеевна,"Часовые тиктоки, доходы от рекламы в подкастах и новая должность в GroupM — обзор новостей в зарубежных СМИ",Digital,322655,https://adindex.ru/news/digital/2024/05/17/322655.phtml,79.0,381.0,76.0,0.0,2.15,92.68499999999999,
98,2024-05-17 15:24:00,Петрова Мария Сергеевна,Yandex N.V. завершила первый этап сделки по продаже «Яндекса»,Маркетинг,322653,https://adindex.ru/news/marketing/2024/05/17/322653.phtml,61.0,194.0,58.0,0.0,3.75,139.0,
99,2024-05-17 14:29:00,Григорьева Людмила Григорьевна,«ВкусВилл» создал «дачественную» доставку,Креатив,322652,https://adindex.ru/news/creative/2024/05/17/322652.phtml,64.0,227.0,60.0,0.0,3.513157895,880.165,
100,2024-05-17 12:38:00,Данилова Светлана Викторовна,Треть опрошенных российских компаний отказались от зарубежных сервисов видеосвязи,Исследования,322650,https://adindex.ru/news/researches/2024/05/17/322650.phtml,63.0,295.0,62.0,0.0,3.0,187.0,
101,2024-05-17 11:57:00,Андреева Анастасия Андреевна,«Авито Услуги» помогли «без стресса» выбрать мастера для ремонта техники и строительства,Креатив,322649,https://adindex.ru/news/creative/2024/05/17/322649.phtml,91.0,225.0,75.0,0.0,4.75,1557.0,
102,2024-05-17 10:42:00,Андреева Анастасия Андреевна,Шеф-повар Food.ru приготовил еду в имитирующих нарушение зрения VR-очках,Социальные проекты,322648,https://adindex.ru/news/social_advertising/2024/05/17/322648.phtml,32.0,176.0,31.0,0.0,7.857142855,3054.7,
103,2024-05-17 08:59:00,Егорова Надежда Андреевна,"Группа «Тинькофф» увеличила расходы на маркетинг и рекламу почти в 1,7 раза",Маркетинг,322646,https://adindex.ru/news/marketing/2024/05/17/322646.phtml,100.0,455.0,93.0,16.665,2.125,80.1475,
104,2024-05-17 07:58:00,Данилова Светлана Викторовна,ТЦ полностью заместили площади покинувших страну брендов,Тенденции,322645,https://adindex.ru/news/tendencies/2024/05/17/322645.phtml,55.0,181.0,54.0,0.0,2.585714285,204.08928571500002,
105,2024-05-17 07:39:00,Сидоров Антон Владимирович,«Литрес» начал искать неофициальных переводчиков для работы,Тенденции,322644,https://adindex.ru/news/tendencies/2024/05/17/322644.phtml,53.0,135.0,51.0,0.0,2.5,170.1625,
106,2024-05-16 18:59:00,Егорова Надежда Андреевна,Брендлокатор. «Билайн» подвел итоги тендера на performance-маркетинг своего приложения,Эккаунты,322642,https://adindex.ru/news/ek/2024/05/16/322642.phtml,26.0,148.0,24.0,0.0,2.0,152.0,
